0;0;296
1;0;294
2;0;313
3;0;294
4;0;295
5;0;314
6;0;294
7;0;312
8;0;278
9;0;294
10;0;280
11;0;292
12;0;281
13;0;284
14;0;284
15;0;282
16;0;289
17;0;284
18;0;302
19;0;289
20;0;297
21;0;294
22;0;292
23;0;300
24;0;296
25;0;313
26;0;300
27;0;296
28;0;163
29;0;101
30;0;90
31;0;95
32;0;96
33;0;218
34;0;231
35;0;98
36;0;103
37;0;97
38;0;111
39;0;85
40;0;81
41;0;77
42;0;80
43;0;95
44;0;74
45;0;88
46;0;75
47;0;87
48;0;76
49;0;80
50;0;79
51;0;79
52;0;92
53;0;97
54;0;127
55;0;112
56;0;124
57;0;121
58;0;441
59;0;434
60;0;429
61;0;433
62;0;434
63;0;429
64;0;414
65;0;437
66;0;20
67;0;405
68;0;429
69;0;412
70;0;419
71;0;410
72;0;5
73;0;12
74;0;15
75;0;151
76;0;192
77;0;194
78;0;195
79;0;195
80;0;206
81;0;189
82;0;194
83;0;185
84;0;199
85;0;181
86;0;200
87;0;186
88;0;201
89;0;186
90;0;197
91;0;186
92;0;194
93;0;186
94;0;200
95;0;187
96;0;205
97;0;187
98;0;205
99;0;188
100;0;190
101;0;189
102;0;189
103;0;204
104;0;190
105;0;195
106;0;193
107;0;201
108;0;201
109;0;200
110;0;220
111;0;205
112;0;210
113;0;208
114;0;198
115;0;187
116;0;181
117;0;186
118;0;167
119;0;167
120;0;169
121;0;195
122;0;211
123;0;232
124;0;253
125;0;242
126;0;261
127;0;250
128;0;259
129;0;260
130;0;262
131;0;266
132;0;255
133;0;276
134;0;268
135;0;279
136;0;281
137;0;305
138;0;345
139;0;560
140;0;593
141;0;587
142;0;589
143;0;575
144;0;573
145;0;206
146;0;195
147;0;205
148;0;192
149;0;200
150;0;480
151;0;496
152;0;528
153;0;520
154;0;521
155;0;518
156;0;526
157;0;518
158;0;514
159;0;524
160;0;73
161;0;87
162;0;73
163;0;89
164;0;71
165;0;89
166;0;72
167;0;86
168;0;71
169;0;85
170;0;73
171;0;87
172;0;74
173;0;80
174;0;74
175;0;76
176;0;78
177;0;77
178;0;92
179;0;160
180;0;523
0;1;291
1;1;291
2;1;281
3;1;279
4;1;317
5;1;286
6;1;303
7;1;285
8;1;299
9;1;282
10;1;301
11;1;281
12;1;310
13;1;283
14;1;286
15;1;284
16;1;285
17;1;286
18;1;285
19;1;304
20;1;289
21;1;297
22;1;115
23;1;95
24;1;110
25;1;96
26;1;115
27;1;99
28;1;113
29;1;90
30;1;107
31;1;84
32;1;82
33;1;81
34;1;79
35;1;83
36;1;77
37;1;94
38;1;78
39;1;91
40;1;78
41;1;78
42;1;75
43;1;90
44;1;75
45;1;102
46;1;82
47;1;95
48;1;93
49;1;96
50;1;120
51;1;105
52;1;117
53;1;102
54;1;113
55;1;477
56;1;432
57;1;433
58;1;429
59;1;436
60;1;436
61;1;446
62;1;441
63;1;445
64;1;1
65;1;424
66;1;15
67;1;422
68;1;422
69;1;412
70;1;427
71;1;410
72;1;424
73;1;8
74;1;28
75;1;154
76;1;177
77;1;170
78;1;203
79;1;187
80;1;204
81;1;187
82;1;209
83;1;178
84;1;207
85;1;180
86;1;208
87;1;186
88;1;185
89;1;200
90;1;185
91;1;200
92;1;185
93;1;207
94;1;187
95;1;213
96;1;191
97;1;186
98;1;195
99;1;187
100;1;203
101;1;188
102;1;196
103;1;189
104;1;210
105;1;192
106;1;240
107;1;196
108;1;214
109;1;199
110;1;202
111;1;202
112;1;205
113;1;219
114;1;188
115;1;198
116;1;181
117;1;180
118;1;203
119;1;210
120;1;223
121;1;228
122;1;245
123;1;234
124;1;247
125;1;241
126;1;249
127;1;260
128;1;258
129;1;271
130;1;246
131;1;253
132;1;256
133;1;265
134;1;276
135;1;274
136;1;293
137;1;558
138;1;559
139;1;562
140;1;581
141;1;594
142;1;582
143;1;587
144;1;565
145;1;206
146;1;193
147;1;193
148;1;217
149;1;200
150;1;552
151;1;533
152;1;531
153;1;523
154;1;524
155;1;524
156;1;516
157;1;527
158;1;509
159;1;510
160;1;73
161;1;76
162;1;72
163;1;79
164;1;73
165;1;77
166;1;75
167;1;73
168;1;79
169;1;73
170;1;85
171;1;74
172;1;87
173;1;74
174;1;88
175;1;73
176;1;83
177;1;74
178;1;91
179;1;78
180;1;494
0;2;294
1;2;305
2;2;283
3;2;341
4;2;284
5;2;331
6;2;283
7;2;294
8;2;283
9;2;290
10;2;283
11;2;294
12;2;284
13;2;285
14;2;286
15;2;287
16;2;304
17;2;289
18;2;305
19;2;290
20;2;297
21;2;98
22;2;97
23;2;110
24;2;97
25;2;107
26;2;100
27;2;105
28;2;92
29;2;95
30;2;86
31;2;83
32;2;88
33;2;82
34;2;96
35;2;80
36;2;99
37;2;82
38;2;96
39;2;81
40;2;80
41;2;92
42;2;81
43;2;96
44;2;85
45;2;107
46;2;90
47;2;104
48;2;103
49;2;101
50;2;114
51;2;102
52;2;122
53;2;111
54;2;492
55;2;436
56;2;450
57;2;431
58;2;443
59;2;421
60;2;470
61;2;438
62;2;463
63;2;430
64;2;448
65;2;421
66;2;419
67;2;418
68;2;414
69;2;422
70;2;408
71;2;421
72;2;767
73;2;804
74;2;775
75;2;207
76;2;191
77;2;203
78;2;189
79;2;194
80;2;189
81;2;190
82;2;193
83;2;187
84;2;207
85;2;187
86;2;219
87;2;188
88;2;222
89;2;187
90;2;217
91;2;186
92;2;207
93;2;186
94;2;202
95;2;186
96;2;193
97;2;186
98;2;195
99;2;182
100;2;196
101;2;180
102;2;183
103;2;228
104;2;201
105;2;230
106;2;267
107;2;264
108;2;251
109;2;252
110;2;267
111;2;228
112;2;231
113;2;725
114;2;722
115;2;729
116;2;722
117;2;734
118;2;721
119;2;742
120;2;728
121;2;713
122;2;712
123;2;1
124;2;1
125;2;629
126;2;1
127;2;1
128;2;712
129;2;252
130;2;251
131;2;270
132;2;259
133;2;277
134;2;274
135;2;280
136;2;286
137;2;292
138;2;574
139;2;598
140;2;591
141;2;595
142;2;577
143;2;575
144;2;575
145;2;191
146;2;212
147;2;195
148;2;209
149;2;210
150;2;548
151;2;562
152;2;534
153;2;542
154;2;522
155;2;535
156;2;517
157;2;531
158;2;523
159;2;515
160;2;528
161;2;73
162;2;89
163;2;72
164;2;87
165;2;70
166;2;84
167;2;70
168;2;78
169;2;71
170;2;74
171;2;73
172;2;74
173;2;80
174;2;72
175;2;105
176;2;73
177;2;90
178;2;85
179;2;532
180;2;516
0;3;312
1;3;281
2;3;327
3;3;278
4;3;328
5;3;301
6;3;285
7;3;296
8;3;278
9;3;298
10;3;279
11;3;297
12;3;280
13;3;94
14;3;78
15;3;84
16;3;64
17;3;69
18;3;53
19;3;49
20;3;48
21;3;44
22;3;49
23;3;43
24;3;61
25;3;49
26;3;58
27;3;49
28;3;51
29;3;55
30;3;50
31;3;60
32;3;50
33;3;66
34;3;56
35;3;62
36;3;51
37;3;48
38;3;49
39;3;43
40;3;60
41;3;45
42;3;57
43;3;48
44;3;52
